cod_istat 	 cod_istat_reg 	 cod_istat_pro 	name                                      	WKT_southernmost                       	WS_EPGS_4326	S_EPGS_4326
16062	3	16	 Castelli Calepio                                                               	 POINT(9.8878794 45.6026538)	9.8878794	45.6026538
16063	3	16	 Castel Rozzone                                                                 	 POINT(9.6196315 45.5439988)	9.6196315	45.5439988
16064	3	16	 Castione della Presolana                                                       	 POINT(10.0932862 45.8819002)	10.0932862	45.8819002
16065	3	16	 Castro                                                                         	 POINT(10.0650713 45.7901456)	10.0650713	45.7901456
16066	3	16	 Cavernago                                                                      	 POINT(9.7484496 45.6033172)	9.7484496	45.6033172
16067	3	16	 Cazzano Sant'Andrea                                                            	 POINT(9.8595754 45.789213)	9.8595754	45.789213
16068	3	16	 Cenate Sopra                                                                   	 POINT(9.8267525 45.7025729)	9.8267525	45.7025729
16069	3	16	 Cenate Sotto                                                                   	 POINT(9.8161772 45.6847196)	9.8161772	45.6847196
16070	3	16	 Cene                                                                           	 POINT(9.8618695 45.762689)	9.8618695	45.762689
16071	3	16	 Cerete                                                                         	 POINT(9.9858656 45.8304591)	9.9858656	45.8304591
16072	3	16	 Chignolo d'Isola                                                               	 POINT(9.528074 45.6486733)	9.528074	45.6486733
16073	3	16	 Chiuduno                                                                       	 POINT(9.8512399 45.635154)	9.8512399	45.635154
16074	3	16	 Cisano Bergamasco                                                              	 POINT(9.4804647 45.7323072)	9.4804647	45.7323072
16075	3	16	 Ciserano                                                                       	 POINT(9.5919142 45.5730053)	9.5919142	45.5730053
16076	3	16	 Cividate al Piano                                                              	 POINT(9.8254479 45.5241445)	9.8254479	45.5241445
16077	3	16	 Clusone                                                                        	 POINT(9.9526706 45.8431886)	9.9526706	45.8431886
16078	3	16	 Colere                                                                         	 POINT(10.0980344 45.9288774)	10.0980344	45.9288774
16079	3	16	 Cologno al Serio                                                               	 POINT(9.7289432 45.5509924)	9.7289432	45.5509924
16080	3	16	 Colzate                                                                        	 POINT(9.8598456 45.8104512)	9.8598456	45.8104512
16081	3	16	 Comun Nuovo                                                                    	 POINT(9.6562637 45.5952433)	9.6562637	45.5952433
16082	3	16	 Corna Imagna                                                                   	 POINT(9.5324396 45.822114)	9.5324396	45.822114
16083	3	16	 Cortenuova                                                                     	 POINT(9.797129 45.5213829)	9.797129	45.5213829
16084	3	16	 Costa di Mezzate                                                               	 POINT(9.7976218 45.6381451)	9.7976218	45.6381451
16085	3	16	 Costa Valle Imagna                                                             	 POINT(9.515983 45.787593)	9.515983	45.787593
16086	3	16	 Costa Volpino                                                                  	 POINT(10.0846793 45.8023368)	10.0846793	45.8023368
16087	3	16	 Covo                                                                           	 POINT(9.7580072 45.4817652)	9.7580072	45.4817652
16088	3	16	 Credaro                                                                        	 POINT(9.9284254 45.6459179)	9.9284254	45.6459179
16089	3	16	 Curno                                                                          	 POINT(9.6065241 45.6757864)	9.6065241	45.6757864
16090	3	16	 Cusio                                                                          	 POINT(9.5954195 45.9732053)	9.5954195	45.9732053
16091	3	16	 Dalmine                                                                        	 POINT(9.5948313 45.6323548)	9.5948313	45.6323548
16092	3	16	 Dossena                                                                        	 POINT(9.7030029 45.8575898)	9.7030029	45.8575898
16093	3	16	 Endine Gaiano                                                                  	 POINT(9.9625376 45.7533975)	9.9625376	45.7533975
16094	3	16	 Entratico                                                                      	 POINT(9.8818324 45.6904196)	9.8818324	45.6904196
16096	3	16	 Fara Gera d'Adda                                                               	 POINT(9.5501042 45.5242743)	9.5501042	45.5242743
16097	3	16	 Fara Olivana con Sola                                                          	 POINT(9.7436962 45.4805001)	9.7436962	45.4805001
16098	3	16	 Filago                                                                         	 POINT(9.5532964 45.6118667)	9.5532964	45.6118667
16099	3	16	 Fino del Monte                                                                 	 POINT(9.9890333 45.8872292)	9.9890333	45.8872292
16100	3	16	 Fiorano al Serio                                                               	 POINT(9.8400826 45.7947088)	9.8400826	45.7947088
16101	3	16	 Fontanella                                                                     	 POINT(9.7870738 45.4221614)	9.7870738	45.4221614
16102	3	16	 Fonteno                                                                        	 POINT(10.0153665 45.737882)	10.0153665	45.737882
16103	3	16	 Foppolo                                                                        	 POINT(9.7745937 46.0316015)	9.7745937	46.0316015
16104	3	16	 Foresto Sparso                                                                 	 POINT(9.9091141 45.6787325)	9.9091141	45.6787325
16105	3	16	 Fornovo San Giovanni                                                           	 POINT(9.673501 45.4761696)	9.673501	45.4761696
16106	3	16	 Fuipiano Valle Imagna                                                          	 POINT(9.5272971 45.8473764)	9.5272971	45.8473764
16107	3	16	 Gandellino                                                                     	 POINT(9.9500313 45.9771451)	9.9500313	45.9771451
16108	3	16	 Gandino                                                                        	 POINT(9.9311482 45.8003166)	9.9311482	45.8003166
16109	3	16	 Gandosso                                                                       	 POINT(9.9009306 45.651745)	9.9009306	45.651745
16110	3	16	 Gaverina Terme                                                                 	 POINT(9.8782546 45.7404635)	9.8782546	45.7404635
16111	3	16	 Gazzaniga                                                                      	 POINT(9.8233543 45.7863386)	9.8233543	45.7863386
16113	3	16	 Ghisalba                                                                       	 POINT(9.791316 45.5790693)	9.791316	45.5790693
16114	3	16	 Gorlago                                                                        	 POINT(9.8169005 45.6518703)	9.8169005	45.6518703
16115	3	16	 Gorle                                                                          	 POINT(9.7137063 45.6886148)	9.7137063	45.6886148
16116	3	16	 Gorno                                                                          	 POINT(9.8470441 45.8449817)	9.8470441	45.8449817
16117	3	16	 Grassobbio                                                                     	 POINT(9.7374847 45.6298081)	9.7374847	45.6298081
16118	3	16	 Gromo                                                                          	 POINT(9.9241371 45.9535203)	9.9241371	45.9535203
16119	3	16	 Grone                                                                          	 POINT(9.9382554 45.716658)	9.9382554	45.716658
16120	3	16	 Grumello del Monte                                                             	 POINT(9.8701284 45.6078849)	9.8701284	45.6078849
16121	3	16	 Isola di Fondra                                                                	 POINT(9.7373499 45.9611156)	9.7373499	45.9611156
16122	3	16	 Isso                                                                           	 POINT(9.7549726 45.4536165)	9.7549726	45.4536165
16123	3	16	 Lallio                                                                         	 POINT(9.6318024 45.6516073)	9.6318024	45.6516073
16124	3	16	 Leffe                                                                          	 POINT(9.8804671 45.7760076)	9.8804671	45.7760076
16125	3	16	 Lenna                                                                          	 POINT(9.6668581 45.9111178)	9.6668581	45.9111178
16126	3	16	 Levate                                                                         	 POINT(9.6199427 45.6149435)	9.6199427	45.6149435
16127	3	16	 Locatello                                                                      	 POINT(9.5307381 45.8265064)	9.5307381	45.8265064
16128	3	16	 Lovere                                                                         	 POINT(10.0804138 45.8007841)	10.0804138	45.8007841
16129	3	16	 Lurano                                                                         	 POINT(9.6319808 45.5577993)	9.6319808	45.5577993
16130	3	16	 Luzzana                                                                        	 POINT(9.8739341 45.708873)	9.8739341	45.708873
16131	3	16	 Madone                                                                         	 POINT(9.546076 45.6411017)	9.546076	45.6411017
16132	3	16	 Mapello                                                                        	 POINT(9.5382605 45.6908026)	9.5382605	45.6908026
16133	3	16	 Martinengo                                                                     	 POINT(9.7716905 45.5381396)	9.7716905	45.5381396
16134	3	16	 Mezzoldo                                                                       	 POINT(9.6706536 45.9880941)	9.6706536	45.9880941
16135	3	16	 Misano di Gera d'Adda                                                          	 POINT(9.6492586 45.4534157)	9.6492586	45.4534157
16136	3	16	 Moio de' Calvi                                                                 	 POINT(9.6955191 45.9463158)	9.6955191	45.9463158
16137	3	16	 Monasterolo del Castello                                                       	 POINT(9.9432803 45.7424779)	9.9432803	45.7424779
16139	3	16	 Montello                                                                       	 POINT(9.8101367 45.6657485)	9.8101367	45.6657485
16140	3	16	 Morengo                                                                        	 POINT(9.7048358 45.5217242)	9.7048358	45.5217242
16141	3	16	 Mornico al Serio                                                               	 POINT(9.8113687 45.5642003)	9.8113687	45.5642003
16142	3	16	 Mozzanica                                                                      	 POINT(9.6839586 45.4408952)	9.6839586	45.4408952
16143	3	16	 Mozzo                                                                          	 POINT(9.6050258 45.6929967)	9.6050258	45.6929967
16144	3	16	 Nembro                                                                         	 POINT(9.7667115 45.7200599)	9.7667115	45.7200599
16145	3	16	 Olmo al Brembo                                                                 	 POINT(9.6343547 45.947411)	9.6343547	45.947411
16146	3	16	 Oltre il Colle                                                                 	 POINT(9.7732156 45.8725087)	9.7732156	45.8725087
16147	3	16	 Oltressenda Alta                                                               	 POINT(9.9640053 45.9077301)	9.9640053	45.9077301
16148	3	16	 Oneta                                                                          	 POINT(9.8327663 45.8412075)	9.8327663	45.8412075
16149	3	16	 Onore                                                                          	 POINT(10.0235867 45.8703325)	10.0235867	45.8703325
16150	3	16	 Orio al Serio                                                                  	 POINT(9.7036773 45.6590031)	9.7036773	45.6590031
16151	3	16	 Ornica                                                                         	 POINT(9.583979 45.9630331)	9.583979	45.9630331
16152	3	16	 Osio Sopra                                                                     	 POINT(9.5966813 45.6217526)	9.5966813	45.6217526
16153	3	16	 Osio Sotto                                                                     	 POINT(9.5962489 45.6003089)	9.5962489	45.6003089
16154	3	16	 Pagazzano                                                                      	 POINT(9.6597413 45.5226711)	9.6597413	45.5226711
16155	3	16	 Paladina                                                                       	 POINT(9.617288 45.7216246)	9.617288	45.7216246
16156	3	16	 Palazzago                                                                      	 POINT(9.5407051 45.7254481)	9.5407051	45.7254481
16157	3	16	 Palosco                                                                        	 POINT(9.8100204 45.5575466)	9.8100204	45.5575466
16158	3	16	 Parre                                                                          	 POINT(9.8867994 45.8703603)	9.8867994	45.8703603
16159	3	16	 Parzanica                                                                      	 POINT(10.0306484 45.7230651)	10.0306484	45.7230651
16160	3	16	 Pedrengo                                                                       	 POINT(9.7461503 45.6863243)	9.7461503	45.6863243
16161	3	16	 Peia                                                                           	 POINT(9.9058701 45.7815963)	9.9058701	45.7815963
16162	3	16	 Pianico                                                                        	 POINT(10.0310395 45.7973704)	10.0310395	45.7973704
16163	3	16	 Piario                                                                         	 POINT(9.9154947 45.8846336)	9.9154947	45.8846336
16164	3	16	 Piazza Brembana                                                                	 POINT(9.6455518 45.9312326)	9.6455518	45.9312326
16165	3	16	 Piazzatorre                                                                    	 POINT(9.7058299 45.9764396)	9.7058299	45.9764396
16166	3	16	 Piazzolo                                                                       	 POINT(9.6619492 45.9573655)	9.6619492	45.9573655
16167	3	16	 Pognano                                                                        	 POINT(9.6426363 45.5735745)	9.6426363	45.5735745
16168	3	16	 Ponte Nossa                                                                    	 POINT(9.8914464 45.8492765)	9.8914464	45.8492765
16169	3	16	 Ponteranica                                                                    	 POINT(9.6566367 45.7198237)	9.6566367	45.7198237
16170	3	16	 Ponte San Pietro                                                               	 POINT(9.5874227 45.6864586)	9.5874227	45.6864586
16171	3	16	 Pontida                                                                        	 POINT(9.4924 45.7155935)	9.4924	45.7155935
16172	3	16	 Pontirolo Nuovo                                                                	 POINT(9.5733373 45.5539367)	9.5733373	45.5539367
16173	3	16	 Pradalunga                                                                     	 POINT(9.8029699 45.7240419)	9.8029699	45.7240419
16174	3	16	 Predore                                                                        	 POINT(10.0162018 45.6686218)	10.0162018	45.6686218
16175	3	16	 Premolo                                                                        	 POINT(9.8639649 45.8593791)	9.8639649	45.8593791
16176	3	16	 Presezzo                                                                       	 POINT(9.5831289 45.6859245)	9.5831289	45.6859245
16177	3	16	 Pumenengo                                                                      	 POINT(9.860857 45.4537451)	9.860857	45.4537451
16178	3	16	 Ranica                                                                         	 POINT(9.7253702 45.7106372)	9.7253702	45.7106372
16179	3	16	 Ranzanico                                                                      	 POINT(9.9354632 45.7699361)	9.9354632	45.7699361
16180	3	16	 Riva di Solto                                                                  	 POINT(10.0328688 45.7452135)	10.0328688	45.7452135
16182	3	16	 Rogno                                                                          	 POINT(10.1215912 45.8357818)	10.1215912	45.8357818
16183	3	16	 Romano di Lombardia                                                            	 POINT(9.7535229 45.4978707)	9.7535229	45.4978707
16184	3	16	 Roncobello                                                                     	 POINT(9.7475715 45.9280948)	9.7475715	45.9280948
16185	3	16	 Roncola                                                                        	 POINT(9.5591086 45.7674419)	9.5591086	45.7674419
16186	3	16	 Rota d'Imagna                                                                  	 POINT(9.532601 45.8172191)	9.532601	45.8172191
16187	3	16	 Rovetta                                                                        	 POINT(9.9671516 45.8374324)	9.9671516	45.8374324
16188	3	16	 San Giovanni Bianco                                                            	 POINT(9.6513229 45.850822)	9.6513229	45.850822
16189	3	16	 San Paolo d'Argon                                                              	 POINT(9.8150484 45.6715668)	9.8150484	45.6715668
16190	3	16	 San Pellegrino Terme                                                           	 POINT(9.668069 45.8165882)	9.668069	45.8165882
16191	3	16	 Santa Brigida                                                                  	 POINT(9.6293402 45.954124)	9.6293402	45.954124
16193	3	16	 Sarnico                                                                        	 POINT(9.9660016 45.6634529)	9.9660016	45.6634529
16194	3	16	 Scanzorosciate                                                                 	 POINT(9.7564189 45.6986822)	9.7564189	45.6986822
16195	3	16	 Schilpario                                                                     	 POINT(10.1772922 45.9817049)	10.1772922	45.9817049
16196	3	16	 Sedrina                                                                        	 POINT(9.6256182 45.7632738)	9.6256182	45.7632738
16197	3	16	 Selvino                                                                        	 POINT(9.7512805 45.7684432)	9.7512805	45.7684432
16198	3	16	 Seriate                                                                        	 POINT(9.7437177 45.6306753)	9.7437177	45.6306753
16199	3	16	 Serina                                                                         	 POINT(9.7009444 45.8391156)	9.7009444	45.8391156
16200	3	16	 Solto Collina                                                                  	 POINT(9.9962212 45.7607366)	9.9962212	45.7607366
16201	3	16	 Songavazzo                                                                     	 POINT(10.0334139 45.8494889)	10.0334139	45.8494889
16202	3	16	 Sorisole                                                                       	 POINT(9.6381856 45.7261693)	9.6381856	45.7261693
16203	3	16	 Sotto il Monte Giovanni XXIII                                                  	 POINT(9.5309464 45.6908611)	9.5309464	45.6908611
16204	3	16	 Sovere                                                                         	 POINT(10.0176378 45.7994752)	10.0176378	45.7994752
16205	3	16	 Spinone al Lago                                                                	 POINT(9.9105585 45.756794)	9.9105585	45.756794
16206	3	16	 Spirano                                                                        	 POINT(9.6787443 45.5610389)	9.6787443	45.5610389
16207	3	16	 Stezzano                                                                       	 POINT(9.6485973 45.6270565)	9.6485973	45.6270565
16208	3	16	 Strozza                                                                        	 POINT(9.5956113 45.7584449)	9.5956113	45.7584449
16209	3	16	 Suisio                                                                         	 POINT(9.5028824 45.6471924)	9.5028824	45.6471924
16210	3	16	 Taleggio                                                                       	 POINT(9.576994 45.8581434)	9.576994	45.8581434
16211	3	16	 Tavernola Bergamasca                                                           	 POINT(10.0557467 45.6754879)	10.0557467	45.6754879
16212	3	16	 Telgate                                                                        	 POINT(9.8405173 45.6025458)	9.8405173	45.6025458
16213	3	16	 Terno d'Isola                                                                  	 POINT(9.5316236 45.6764084)	9.5316236	45.6764084
16214	3	16	 Torre Boldone                                                                  	 POINT(9.7083632 45.7076574)	9.7083632	45.7076574
16216	3	16	 Torre de' Roveri                                                               	 POINT(9.7617666 45.692546)	9.7617666	45.692546
16217	3	16	 Torre Pallavicina                                                              	 POINT(9.8852791 45.4280589)	9.8852791	45.4280589
16218	3	16	 Trescore Balneario                                                             	 POINT(9.8814035 45.6663045)	9.8814035	45.6663045
16219	3	16	 Treviglio                                                                      	 POINT(9.583908 45.4987199)	9.583908	45.4987199
16220	3	16	 Treviolo                                                                       	 POINT(9.5904741 45.6566147)	9.5904741	45.6566147
16221	3	16	 Ubiale Clanezzo                                                                	 POINT(9.6002938 45.7598255)	9.6002938	45.7598255
16222	3	16	 Urgnano                                                                        	 POINT(9.6883125 45.5810537)	9.6883125	45.5810537
16223	3	16	 Valbondione                                                                    	 POINT(9.9923376 45.9820147)	9.9923376	45.9820147
16224	3	16	 Valbrembo                                                                      	 POINT(9.6258572 45.7101799)	9.6258572	45.7101799
16225	3	16	 Valgoglio                                                                      	 POINT(9.9148552 45.955134)	9.9148552	45.955134
16226	3	16	 Valleve                                                                        	 POINT(9.7230539 46.0143216)	9.7230539	46.0143216
16227	3	16	 Valnegra                                                                       	 POINT(9.6916814 45.9451874)	9.6916814	45.9451874
16229	3	16	 Valtorta                                                                       	 POINT(9.5805592 45.9478092)	9.5805592	45.9478092
16230	3	16	 Vedeseta                                                                       	 POINT(9.5390089 45.8655069)	9.5390089	45.8655069
16232	3	16	 Verdellino                                                                     	 POINT(9.6177367 45.5894262)	9.6177367	45.5894262
16233	3	16	 Verdello                                                                       	 POINT(9.6253924 45.5815015)	9.6253924	45.5815015
16234	3	16	 Vertova                                                                        	 POINT(9.8474478 45.8032183)	9.8474478	45.8032183
16235	3	16	 Viadanica                                                                      	 POINT(9.9657782 45.6766885)	9.9657782	45.6766885
16236	3	16	 Vigano San Martino                                                             	 POINT(9.8992282 45.7222407)	9.8992282	45.7222407
16237	3	16	 Vigolo                                                                         	 POINT(10.0143755 45.6990442)	10.0143755	45.6990442
16238	3	16	 Villa d'Adda                                                                   	 POINT(9.460164 45.6971598)	9.460164	45.6971598
16239	3	16	 Villa d'Almè                                                                   	 POINT(9.6276208 45.7379457)	9.6276208	45.7379457
16240	3	16	 Villa di Serio                                                                 	 POINT(9.7380602 45.7131858)	9.7380602	45.7131858
16241	3	16	 Villa d'Ogna                                                                   	 POINT(9.9193808 45.8937199)	9.9193808	45.8937199
16242	3	16	 Villongo                                                                       	 POINT(9.934155 45.6614676)	9.934155	45.6614676
16243	3	16	 Vilminore di Scalve                                                            	 POINT(10.0345357 45.9696926)	10.0345357	45.9696926
16244	3	16	 Zandobbio                                                                      	 POINT(9.8929126 45.6736302)	9.8929126	45.6736302
16245	3	16	 Zanica                                                                         	 POINT(9.6775643 45.6127643)	9.6775643	45.6127643
16246	3	16	 Zogno                                                                          	 POINT(9.689987 45.7637024)	9.689987	45.7637024
16247	3	16	 Costa Serina                                                                   	 POINT(9.7684156 45.8020764)	9.7684156	45.8020764
16248	3	16	 Algua                                                                          	 POINT(9.7297903 45.7863004)	9.7297903	45.7863004
16249	3	16	 Cornalba                                                                       	 POINT(9.7625339 45.8386443)	9.7625339	45.8386443
16250	3	16	 Medolago                                                                       	 POINT(9.4909616 45.6636345)	9.4909616	45.6636345
16251	3	16	 Solza                                                                          	 POINT(9.4885796 45.6731258)	9.4885796	45.6731258
16252	3	16	 Sant'Omobono Terme                                                             	 POINT(9.522622 45.7932825)	9.522622	45.7932825
16253	3	16	 Val Brembilla                                                                  	 POINT(9.629289 45.7862719)	9.629289	45.7862719
17001	3	17	 Acquafredda                                                                    	 LINESTRING(10.3990177 45.2855885	10.3990177	45.2855885
17002	3	17	 Adro                                                                           	 POINT(9.9974743 45.5972151)	9.9974743	45.5972151
17003	3	17	 Agnosine                                                                       	 POINT(10.3590965 45.6178961)	10.3590965	45.6178961
17004	3	17	 Alfianello                                                                     	 POINT(10.1535215 45.2396535)	10.1535215	45.2396535
17005	3	17	 Anfo                                                                           	 POINT(10.487602 45.7536493)	10.487602	45.7536493
17006	3	17	 Angolo Terme                                                                   	 POINT(10.1441252 45.8684956)	10.1441252	45.8684956
17007	3	17	 Artogne                                                                        	 POINT(10.2113779 45.8082051)	10.2113779	45.8082051
17008	3	17	 Azzano Mella                                                                   	 POINT(10.1208502 45.4362399)	10.1208502	45.4362399
17009	3	17	 Bagnolo Mella                                                                  	 POINT(10.1688674 45.3903381)	10.1688674	45.3903381
17010	3	17	 Bagolino                                                                       	 POINT(10.5300345 45.796282)	10.5300345	45.796282
17011	3	17	 Barbariga                                                                      	 POINT(10.0628798 45.3871345)	10.0628798	45.3871345
17012	3	17	 Barghe                                                                         	 POINT(10.4106655 45.6624414)	10.4106655	45.6624414
17013	3	17	 Bassano Bresciano                                                              	 POINT(10.1257067 45.3017674)	10.1257067	45.3017674
17014	3	17	 Bedizzole                                                                      	 POINT(10.4407616 45.4707779)	10.4407616	45.4707779
17015	3	17	 Berlingo                                                                       	 POINT(10.0362503 45.4904655)	10.0362503	45.4904655
17016	3	17	 Berzo Demo                                                                     	 POINT(10.3081753 46.0807971)	10.3081753	46.0807971
17017	3	17	 Berzo Inferiore                                                                	 POINT(10.3101629 45.8586062)	10.3101629	45.8586062
17018	3	17	 Bienno                                                                         	 POINT(10.3767618 45.8650811)	10.3767618	45.8650811
17019	3	17	 Bione                                                                          	 POINT(10.3270964 45.6504016)	10.3270964	45.6504016
17020	3	17	 Borgo San Giacomo                                                              	 POINT(9.9679402 45.3123048)	9.9679402	45.3123048
17021	3	17	 Borgosatollo                                                                   	 POINT(10.2441879 45.4614108)	10.2441879	45.4614108
17022	3	17	 Borno                                                                          	 POINT(10.1913014 45.9263089)	10.1913014	45.9263089
17023	3	17	 Botticino                                                                      	 POINT(10.3035355 45.5190987)	10.3035355	45.5190987
17024	3	17	 Bovegno                                                                        	 POINT(10.2681463 45.7600341)	10.2681463	45.7600341
17025	3	17	 Bovezzo                                                                        	 POINT(10.2424132 45.5823499)	10.2424132	45.5823499
17026	3	17	 Brandico                                                                       	 POINT(10.0266763 45.4366086)	10.0266763	45.4366086
17027	3	17	 Braone                                                                         	 POINT(10.4141953 45.9461357)	10.4141953	45.9461357
17028	3	17	 Breno                                                                          	 POINT(10.4065525 45.9062909)	10.4065525	45.9062909
17029	3	17	 Brescia                                                                        	 POINT(10.2554281 45.4807171)	10.2554281	45.4807171
17030	3	17	 Brione                                                                         	 POINT(10.1416423 45.6176969)	10.1416423	45.6176969
17031	3	17	 Caino                                                                          	 POINT(10.3201325 45.5991586)	10.3201325	45.5991586
17032	3	17	 Calcinato                                                                      	 POINT(10.4497957 45.4169845)	10.4497957	45.4169845
17033	3	17	 Calvagese della Riviera                                                        	 POINT(10.4744507 45.5062704)	10.4744507	45.5062704
17034	3	17	 Calvisano                                                                      	 POINT(10.391797 45.3135214)	10.391797	45.3135214
17035	3	17	 Capo di Ponte                                                                  	 POINT(10.3388876 46.0149062)	10.3388876	46.0149062
17036	3	17	 Capovalle                                                                      	 POINT(10.5452246 45.715756)	10.5452246	45.715756
17037	3	17	 Capriano del Colle                                                             	 POINT(10.1345476 45.4156674)	10.1345476	45.4156674
17038	3	17	 Capriolo                                                                       	 POINT(9.931018 45.6179899)	9.931018	45.6179899
17039	3	17	 Carpenedolo                                                                    	 POINT(10.4483644 45.3203596)	10.4483644	45.3203596
17040	3	17	 Castegnato                                                                     	 POINT(10.1247632 45.5387704)	10.1247632	45.5387704
17041	3	17	 Castelcovati                                                                   	 POINT(9.9506073 45.485077)	9.9506073	45.485077
17042	3	17	 Castel Mella                                                                   	 POINT(10.1313695 45.4782927)	10.1313695	45.4782927
17043	3	17	 Castenedolo                                                                    	 POINT(10.3124771 45.4370542)	10.3124771	45.4370542
17044	3	17	 Casto                                                                          	 POINT(10.2941091 45.6607982)	10.2941091	45.6607982
17045	3	17	 Castrezzato                                                                    	 POINT(9.9859314 45.4871445)	9.9859314	45.4871445
17046	3	17	 Cazzago San Martino                                                            	 POINT(10.0454835 45.5197303)	10.0454835	45.5197303
17047	3	17	 Cedegolo                                                                       	 POINT(10.4123937 46.0437632)	10.4123937	46.0437632
17048	3	17	 Cellatica                                                                      	 POINT(10.1614313 45.5533753)	10.1614313	45.5533753
17049	3	17	 Cerveno                                                                        	 POINT(10.2831657 45.9701217)	10.2831657	45.9701217
17050	3	17	 Ceto                                                                           	 POINT(10.4316207 45.959086)	10.4316207	45.959086
17051	3	17	 Cevo                                                                           	 POINT(10.4808513 46.020986)	10.4808513	46.020986
17052	3	17	 Chiari                                                                         	 POINT(9.916456 45.4894846)	9.916456	45.4894846
17053	3	17	 Cigole                                                                         	 POINT(10.1723971 45.2917118)	10.1723971	45.2917118
17054	3	17	 Cimbergo                                                                       	 POINT(10.4158326 46.000925)	10.4158326	46.000925
17055	3	17	 Cividate Camuno                                                                	 POINT(10.2586141 45.9287459)	10.2586141	45.9287459
17056	3	17	 Coccaglio                                                                      	 POINT(9.9812566 45.5294259)	9.9812566	45.5294259
17057	3	17	 Collebeato                                                                     	 POINT(10.2111386 45.569699)	10.2111386	45.569699
17058	3	17	 Collio                                                                         	 POINT(10.3290106 45.7836704)	10.3290106	45.7836704
17059	3	17	 Cologne                                                                        	 POINT(9.8951402 45.5592138)	9.8951402	45.5592138
17060	3	17	 Comezzano-Cizzago                                                              	 POINT(9.9665692 45.4370797)	9.9665692	45.4370797
17061	3	17	 Concesio                                                                       	 POINT(10.2214128 45.5858736)	10.2214128	45.5858736
17062	3	17	 Corte Franca                                                                   	 POINT(10.0233752 45.6051788)	10.0233752	45.6051788
17063	3	17	 Corteno Golgi                                                                  	 POINT(10.1888885 46.0798286)	10.1888885	46.0798286
17064	3	17	 Corzano                                                                        	 POINT(10.0241437 45.414034)	10.0241437	45.414034
17065	3	17	 Darfo Boario Terme                                                             	 POINT(10.2521035 45.8492131)	10.2521035	45.8492131
17066	3	17	 Dello                                                                          	 POINT(10.0762515 45.3930721)	10.0762515	45.3930721
17067	3	17	 Desenzano del Garda                                                            	 POINT(10.5756775 45.3967355)	10.5756775	45.3967355
17068	3	17	 Edolo                                                                          	 POINT(10.2777659 46.1397721)	10.2777659	46.1397721
17069	3	17	 Erbusco                                                                        	 POINT(9.9796143 45.5738674)	9.9796143	45.5738674
17070	3	17	 Esine                                                                          	 POINT(10.2710985 45.8457901)	10.2710985	45.8457901
17071	3	17	 Fiesse                                                                         	 POINT(10.3443974 45.2042549)	10.3443974	45.2042549
17072	3	17	 Flero                                                                          	 POINT(10.1724833 45.4630438)	10.1724833	45.4630438
17073	3	17	 Gambara                                                                        	 POINT(10.3053244 45.2241178)	10.3053244	45.2241178
17074	3	17	 Gardone Riviera                                                                	 POINT(10.6280994 45.6032873)	10.6280994	45.6032873
17075	3	17	 Gardone Val Trompia                                                            	 POINT(10.1795434 45.6742085)	10.1795434	45.6742085
17076	3	17	 Gargnano                                                                       	 POINT(10.6812277 45.6558824)	10.6812277	45.6558824
17077	3	17	 Gavardo                                                                        	 POINT(10.4418861 45.5551075)	10.4418861	45.5551075
17078	3	17	 Ghedi                                                                          	 POINT(10.3145575 45.3262518)	10.3145575	45.3262518
17079	3	17	 Gianico                                                                        	 POINT(10.2532665 45.8346285)	10.2532665	45.8346285
17080	3	17	 Gottolengo                                                                     	 POINT(10.2607991 45.2651425)	10.2607991	45.2651425
17081	3	17	 Gussago                                                                        	 POINT(10.1531669 45.5484581)	10.1531669	45.5484581
17082	3	17	 Idro                                                                           	 POINT(10.4703485 45.7204266)	10.4703485	45.7204266
17083	3	17	 Incudine                                                                       	 POINT(10.3985666 46.1880366)	10.3985666	46.1880366
17084	3	17	 Irma                                                                           	 POINT(10.2870073 45.7618482)	10.2870073	45.7618482
17085	3	17	 Iseo                                                                           	 POINT(10.0205515 45.6432115)	10.0205515	45.6432115
17086	3	17	 Isorella                                                                       	 POINT(10.3327873 45.283537)	10.3327873	45.283537
17087	3	17	 Lavenone                                                                       	 POINT(10.4351671 45.7214956)	10.4351671	45.7214956
17088	3	17	 Leno                                                                           	 POINT(10.2428375 45.3114983)	10.2428375	45.3114983
17089	3	17	 Limone sul Garda                                                               	 POINT(10.8082923 45.7974552)	10.8082923	45.7974552
17090	3	17	 Lodrino                                                                        	 POINT(10.2685854 45.6895181)	10.2685854	45.6895181
17091	3	17	 Lograto                                                                        	 POINT(10.0660605 45.461698)	10.0660605	45.461698
17092	3	17	 Lonato del Garda                                                               	 POINT(10.5800459 45.380779)	10.5800459	45.380779
17093	3	17	 Longhena                                                                       	 POINT(10.0586838 45.4229494)	10.0586838	45.4229494
17094	3	17	 Losine                                                                         	 POINT(10.30362 45.9643863)	10.30362	45.9643863
17095	3	17	 Lozio                                                                          	 POINT(10.2552291 45.9716158)	10.2552291	45.9716158
17097	3	17	 Maclodio                                                                       	 POINT(10.0461852 45.4618595)	10.0461852	45.4618595
17098	3	17	 Magasa                                                                         	 POINT(10.6454338 45.7542816)	10.6454338	45.7542816
17099	3	17	 Mairano                                                                        	 POINT(10.0736393 45.4298036)	10.0736393	45.4298036
